,PassengerId,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
3885,4169_01,0.0,0.0,0.0,0.0,0.0
3886,4169_02,0.0,1562.0,0.0,2.0,16.0
3887,4170_01,,0.0,0.0,0.0,0.0
3888,4171_01,0.0,0.0,0.0,0.0,0.0
3889,4172_01,0.0,0.0,0.0,0.0,0.0
3890,4172_02,12.0,0.0,186.0,2436.0,4.0
3891,4172_03,0.0,0.0,0.0,0.0,0.0
3892,4172_04,1363.0,0.0,50.0,0.0,0.0
3893,4172_05,128.0,0.0,959.0,0.0,42.0
3894,4172_06,0.0,0.0,0.0,0.0,0.0
3895,4172_07,154.0,170.0,2074.0,0.0,0.0
3896,4173_01,0.0,0.0,0.0,658.0,133.0
3897,4174_01,59.0,1.0,327.0,557.0,0.0
3898,4175_01,0.0,89.0,15.0,20.0,592.0
3899,4176_01,0.0,0.0,0.0,0.0,0.0
3900,4176_02,0.0,0.0,0.0,0.0,0.0
3901,4176_03,760.0,0.0,742.0,352.0,0.0
3902,4176_04,490.0,663.0,358.0,855.0,0.0
3903,4176_05,247.0,0.0,418.0,480.0,36.0
3904,4176_06,0.0,0.0,0.0,0.0,0.0
3905,4176_07,612.0,326.0,46.0,87.0,0.0
3906,4177_01,0.0,0.0,0.0,0.0,0.0
3907,4177_02,0.0,0.0,0.0,0.0,0.0
3908,4177_03,36.0,588.0,0.0,1675.0,3597.0
3909,4178_01,0.0,0.0,4.0,6.0,773.0
3910,4179_01,0.0,1172.0,183.0,91.0,0.0
3911,4179_02,0.0,0.0,0.0,0.0,0.0
3912,4181_01,0.0,0.0,0.0,0.0,0.0
3913,4181_02,0.0,,0.0,0.0,0.0
3914,4181_03,0.0,0.0,0.0,0.0,0.0
3915,4181_04,0.0,0.0,0.0,0.0,0.0
3916,4181_05,2.0,8747.0,0.0,4840.0,14485.0
3917,4181_06,0.0,9463.0,0.0,1022.0,1562.0
3918,4182_01,0.0,2020.0,0.0,1817.0,182.0
3919,4182_02,0.0,124.0,0.0,3975.0,186.0
3920,4182_03,0.0,3172.0,0.0,26.0,4376.0
3921,4183_01,1367.0,108.0,,0.0,77.0
3922,4184_01,558.0,0.0,353.0,0.0,8.0
3923,4185_01,0.0,1725.0,0.0,0.0,0.0
3924,4186_01,0.0,0.0,0.0,0.0,0.0
3925,4188_01,1277.0,84.0,0.0,240.0,598.0
3926,4189_01,558.0,0.0,3.0,0.0,1226.0
3927,4191_01,950.0,1.0,236.0,754.0,0.0
3928,4194_01,0.0,0.0,0.0,0.0,0.0
3929,4196_01,0.0,0.0,0.0,0.0,0.0
3930,4197_01,610.0,2549.0,0.0,17.0,0.0
3931,4197_02,0.0,867.0,0.0,128.0,363.0
3932,4197_03,1620.0,0.0,4.0,0.0,82.0
3933,4199_01,0.0,198.0,703.0,1.0,0.0
3934,4203_01,0.0,0.0,1.0,293.0,667.0
3935,4204_01,0.0,0.0,0.0,0.0,0.0
3936,4204_02,0.0,0.0,0.0,0.0,0.0
3937,4204_03,0.0,0.0,0.0,0.0,0.0
3938,4205_01,0.0,886.0,0.0,58.0,441.0
3939,4206_01,0.0,13.0,524.0,7.0,0.0
3940,4207_01,0.0,0.0,0.0,0.0,0.0
3941,4207_02,0.0,0.0,0.0,0.0,0.0
3942,4208_01,326.0,0.0,455.0,2.0,0.0
3943,4210_01,0.0,0.0,0.0,0.0,0.0
3944,4210_02,0.0,0.0,0.0,0.0,0.0
3945,4211_01,0.0,0.0,0.0,0.0,0.0
3946,4212_01,0.0,0.0,0.0,,0.0
3947,4213_01,4.0,157.0,142.0,,196.0
3948,4214_01,3.0,343.0,0.0,4280.0,0.0
3949,4215_01,992.0,0.0,14.0,0.0,0.0
3950,4216_01,0.0,0.0,0.0,0.0,0.0
3951,4216_02,0.0,0.0,0.0,0.0,0.0
3952,4218_01,0.0,0.0,0.0,0.0,0.0
3953,4218_02,176.0,0.0,2310.0,0.0,
3954,4219_01,0.0,0.0,0.0,,0.0
3955,4219_02,1268.0,0.0,0.0,0.0,0.0
3956,4219_03,1331.0,416.0,0.0,665.0,64.0
3957,4220_01,553.0,224.0,9.0,1.0,0.0
3958,4221_01,27.0,81.0,1080.0,0.0,0.0
3959,4222_01,37.0,0.0,167.0,608.0,0.0
3960,4222_02,0.0,53.0,0.0,732.0,6.0
3961,4223_01,1184.0,88.0,0.0,0.0,334.0
3962,4223_02,469.0,0.0,,196.0,0.0
3963,4225_01,0.0,0.0,0.0,0.0,0.0
3964,4229_01,406.0,0.0,1670.0,0.0,427.0
3965,4230_01,0.0,0.0,23.0,820.0,22.0
3966,4231_01,0.0,0.0,1435.0,10.0,0.0
3967,4232_01,0.0,4983.0,0.0,173.0,43.0
3968,4233_01,0.0,144.0,76.0,184.0,3932.0
3969,4237_01,0.0,0.0,774.0,0.0,13.0
3970,4238_01,0.0,0.0,0.0,0.0,0.0
3971,4239_01,0.0,1.0,223.0,580.0,0.0
3972,4240_01,0.0,0.0,0.0,0.0,0.0
3973,4242_01,0.0,0.0,0.0,0.0,0.0
3974,4243_01,3002.0,21.0,150.0,0.0,0.0
3975,4244_01,0.0,628.0,0.0,66.0,449.0
3976,4245_01,0.0,0.0,0.0,0.0,0.0
3977,4246_01,0.0,10.0,0.0,3840.0,329.0
3978,4249_01,0.0,2946.0,0.0,101.0,387.0
3979,4249_02,0.0,0.0,0.0,0.0,0.0
3980,4249_03,354.0,1546.0,323.0,284.0,315.0
3981,4251_01,715.0,0.0,,698.0,106.0
3982,4252_01,156.0,1.0,1132.0,192.0,33.0
3983,4253_01,488.0,0.0,242.0,0.0,79.0
3984,4254_01,5493.0,9401.0,23.0,3013.0,303.0
3985,4254_02,0.0,0.0,0.0,0.0,0.0
3986,4254_03,0.0,22.0,0.0,3314.0,22.0
3987,4255_01,0.0,0.0,0.0,0.0,0.0
3988,4256_01,6.0,0.0,0.0,768.0,1141.0
3989,4256_02,0.0,0.0,0.0,0.0,0.0
3990,4256_03,0.0,0.0,0.0,0.0,0.0
3991,4256_04,571.0,0.0,0.0,97.0,813.0
3992,4256_05,0.0,0.0,115.0,671.0,0.0
3993,4256_06,0.0,0.0,0.0,0.0,0.0
3994,4256_07,13.0,0.0,664.0,74.0,101.0
3995,4256_08,0.0,0.0,608.0,0.0,91.0
3996,4257_01,0.0,265.0,882.0,2.0,293.0
3997,4258_01,0.0,266.0,0.0,1254.0,197.0
3998,4258_02,0.0,490.0,1.0,2882.0,18.0
3999,4258_03,9.0,1525.0,0.0,0.0,146.0
4000,4259_01,0.0,0.0,0.0,0.0,0.0
4001,4260_01,0.0,0.0,0.0,0.0,0.0
4002,4261_01,412.0,492.0,9.0,117.0,33.0
4003,4262_01,0.0,0.0,0.0,0.0,0.0
4004,4262_02,1.0,1269.0,4790.0,270.0,5116.0
4005,4264_01,0.0,0.0,0.0,0.0,1300.0
4006,4266_01,0.0,0.0,0.0,0.0,0.0
4007,4267_01,,0.0,0.0,0.0,0.0
4008,4267_02,0.0,0.0,1020.0,0.0,0.0
4009,4270_01,24.0,2558.0,98.0,0.0,5361.0
4010,4271_01,0.0,0.0,0.0,0.0,0.0
4011,4272_01,0.0,252.0,1.0,0.0,553.0
4012,4273_01,0.0,2.0,0.0,669.0,0.0
4013,4274_01,0.0,717.0,222.0,8.0,1.0
4014,4278_01,401.0,3724.0,5.0,422.0,62.0
4015,4280_01,0.0,0.0,0.0,0.0,0.0
4016,4289_01,0.0,0.0,0.0,0.0,0.0
4017,4291_01,0.0,0.0,0.0,0.0,0.0
4018,4292_01,0.0,31.0,0.0,1283.0,871.0
4019,4293_01,0.0,559.0,0.0,0.0,0.0
4020,4294_01,646.0,91.0,13.0,0.0,0.0
4021,4295_01,49.0,0.0,2716.0,0.0,0.0
4022,4295_02,0.0,0.0,0.0,0.0,0.0
4023,4296_01,0.0,0.0,0.0,0.0,0.0
4024,4297_01,14.0,6777.0,81.0,604.0,2936.0
4025,4300_01,0.0,0.0,0.0,0.0,0.0
4026,4301_01,0.0,0.0,0.0,0.0,0.0
4027,4302_01,0.0,0.0,0.0,0.0,0.0
4028,4303_01,36.0,841.0,0.0,0.0,0.0
4029,4303_02,0.0,668.0,84.0,267.0,0.0
4030,4305_01,0.0,779.0,12.0,3.0,35.0
4031,4305_02,0.0,0.0,0.0,0.0,0.0
4032,4305_03,0.0,0.0,0.0,0.0,0.0
4033,4306_01,1371.0,0.0,235.0,0.0,0.0
4034,4309_01,0.0,0.0,785.0,3.0,0.0
4035,4309_02,0.0,0.0,0.0,0.0,0.0
4036,4311_01,563.0,521.0,364.0,0.0,0.0
4037,4312_01,0.0,137.0,0.0,0.0,7629.0
4038,4315_01,0.0,3.0,486.0,0.0,228.0
4039,4315_02,0.0,0.0,0.0,0.0,0.0
4040,4316_01,0.0,22.0,0.0,1156.0,0.0
4041,4317_01,439.0,0.0,2140.0,0.0,0.0
4042,4318_01,0.0,0.0,0.0,0.0,0.0
4043,4319_01,2.0,0.0,83.0,589.0,233.0
4044,4320_01,786.0,0.0,0.0,7.0,0.0
4045,4324_01,0.0,0.0,0.0,0.0,0.0
4046,4324_02,0.0,0.0,0.0,0.0,0.0
4047,4324_03,412.0,0.0,567.0,775.0,0.0
4048,4324_04,0.0,0.0,0.0,0.0,0.0
4049,4327_01,0.0,187.0,712.0,0.0,0.0
4050,4329_01,39.0,0.0,63.0,3.0,654.0
4051,4330_01,427.0,0.0,754.0,0.0,0.0
4052,4332_01,0.0,0.0,0.0,0.0,0.0
4053,4333_01,0.0,3345.0,0.0,2143.0,27.0
4054,4334_01,0.0,0.0,0.0,0.0,0.0
4055,4335_01,0.0,0.0,0.0,0.0,0.0
4056,4336_01,267.0,1418.0,257.0,843.0,0.0
4057,4336_02,0.0,0.0,0.0,0.0,0.0
4058,4336_03,0.0,563.0,0.0,1301.0,830.0
4059,4336_04,2320.0,0.0,4874.0,3131.0,498.0
4060,4337_01,22.0,0.0,1129.0,0.0,77.0
4061,4338_01,0.0,0.0,0.0,0.0,0.0
4062,4338_02,0.0,545.0,0.0,2740.0,293.0
4063,4338_03,0.0,14201.0,0.0,22.0,584.0
4064,4339_01,2044.0,0.0,95.0,0.0,120.0
4065,4340_01,0.0,0.0,945.0,0.0,4.0
4066,4343_01,0.0,0.0,0.0,0.0,0.0
4067,4344_01,0.0,35.0,661.0,0.0,63.0
4068,4345_01,0.0,1125.0,3.0,562.0,7.0
4069,4346_01,429.0,2.0,232.0,0.0,59.0
4070,4347_01,444.0,0.0,408.0,0.0,0.0
4071,4348_01,0.0,0.0,0.0,0.0,0.0
4072,4349_01,802.0,0.0,155.0,4.0,337.0
4073,4350_01,0.0,0.0,0.0,0.0,0.0
4074,4350_02,0.0,0.0,1.0,0.0,2330.0
4075,4351_01,641.0,0.0,409.0,0.0,0.0
4076,4352_01,33.0,3484.0,17.0,4.0,1384.0
4077,4352_02,22.0,10025.0,2.0,124.0,1.0
4078,4354_01,115.0,1.0,0.0,,249.0
4079,4356_01,0.0,0.0,0.0,0.0,0.0
4080,4357_01,118.0,0.0,949.0,206.0,2071.0
4081,4358_01,0.0,272.0,108.0,,230.0
4082,4359_01,3.0,2127.0,0.0,696.0,10.0
4083,4359_02,0.0,17687.0,0.0,425.0,155.0
4084,4359_03,0.0,1832.0,0.0,0.0,1768.0
4085,4360_01,0.0,0.0,0.0,0.0,0.0
4086,4361_01,0.0,14.0,0.0,734.0,331.0
4087,4362_01,0.0,1947.0,0.0,0.0,1651.0
4088,4364_01,0.0,0.0,0.0,0.0,0.0
4089,4365_01,552.0,247.0,0.0,4.0,0.0
4090,4366_01,0.0,0.0,873.0,0.0,5.0
4091,4367_01,0.0,0.0,0.0,0.0,0.0
4092,4368_01,0.0,0.0,0.0,0.0,0.0
4093,4369_01,857.0,0.0,0.0,0.0,0.0
4094,4370_01,3.0,1.0,0.0,1494.0,110.0
4095,4371_01,0.0,2717.0,0.0,0.0,986.0
4096,4371_02,106.0,243.0,126.0,7.0,4967.0
4097,4371_03,0.0,0.0,0.0,0.0,0.0
4098,4371_04,0.0,4384.0,4285.0,812.0,360.0
4099,4371_05,,7221.0,0.0,288.0,2275.0
4100,4372_01,0.0,,0.0,0.0,0.0
4101,4372_02,954.0,0.0,1.0,0.0,0.0
4102,4373_01,735.0,0.0,2.0,0.0,0.0
4103,4376_01,0.0,168.0,3.0,0.0,452.0
4104,4382_01,65.0,94.0,0.0,0.0,445.0
4105,4383_01,0.0,0.0,0.0,0.0,0.0
4106,4386_01,0.0,0.0,0.0,0.0,0.0
4107,4386_02,0.0,16455.0,885.0,0.0,363.0
4108,4387_01,192.0,0.0,441.0,18.0,0.0
4109,4388_01,0.0,0.0,0.0,0.0,0.0
4110,4390_01,0.0,0.0,0.0,0.0,0.0
4111,4390_02,0.0,0.0,0.0,0.0,0.0
4112,4390_03,875.0,0.0,61.0,289.0,0.0
4113,4391_01,383.0,0.0,0.0,393.0,10.0
4114,4392_01,38.0,0.0,0.0,733.0,0.0
4115,4393_01,0.0,0.0,0.0,0.0,0.0
4116,4393_02,754.0,0.0,34.0,0.0,0.0
4117,4395_01,0.0,0.0,206.0,681.0,31.0
4118,4396_01,0.0,153.0,11.0,646.0,0.0
4119,4397_01,0.0,0.0,0.0,0.0,0.0
4120,4399_01,141.0,3.0,640.0,0.0,100.0
4121,4400_01,689.0,0.0,610.0,0.0,0.0
4122,4400_02,0.0,0.0,0.0,0.0,0.0
4123,4400_03,0.0,0.0,0.0,0.0,0.0
4124,4401_01,0.0,0.0,0.0,0.0,0.0
4125,4401_02,0.0,0.0,0.0,0.0,0.0
4126,4402_01,0.0,0.0,0.0,0.0,0.0
4127,4403_01,134.0,935.0,0.0,6.0,394.0
4128,4403_02,7.0,0.0,297.0,108.0,361.0
4129,4404_01,,2.0,404.0,121.0,0.0
4130,4405_01,0.0,0.0,0.0,0.0,0.0
4131,4407_01,0.0,0.0,0.0,0.0,0.0
4132,4408_01,0.0,0.0,0.0,0.0,0.0
4133,4409_01,0.0,817.0,388.0,78.0,693.0
4134,4410_01,27.0,0.0,32.0,725.0,0.0
4135,4411_01,715.0,0.0,54.0,0.0,0.0
4136,4413_01,0.0,0.0,232.0,0.0,622.0
4137,4415_01,941.0,281.0,36.0,12.0,39.0
4138,4416_01,0.0,0.0,0.0,0.0,0.0
4139,4422_01,0.0,0.0,0.0,0.0,0.0
4140,4422_02,0.0,6338.0,0.0,1366.0,89.0
4141,4424_01,30.0,0.0,42.0,3565.0,7.0
4142,4426_01,0.0,0.0,0.0,0.0,0.0
4143,4427_01,3.0,83.0,0.0,805.0,2983.0
4144,4427_02,0.0,46.0,0.0,209.0,2908.0
4145,4428_01,0.0,11417.0,12.0,795.0,402.0
4146,4429_01,546.0,90.0,23.0,513.0,0.0
4147,4430_01,0.0,2.0,1513.0,0.0,0.0
4148,4431_01,8.0,0.0,1414.0,10.0,3.0
4149,4432_01,0.0,0.0,0.0,0.0,0.0
4150,4433_01,0.0,0.0,0.0,0.0,0.0
4151,4436_01,0.0,0.0,0.0,0.0,0.0
4152,4437_01,0.0,0.0,0.0,0.0,0.0
4153,4438_01,721.0,0.0,471.0,0.0,0.0
4154,4440_01,,282.0,0.0,0.0,71.0
4155,4441_01,0.0,0.0,0.0,0.0,0.0
4156,4441_02,0.0,0.0,0.0,0.0,0.0
4157,4441_03,0.0,4558.0,0.0,1.0,267.0
4158,4444_01,0.0,901.0,0.0,0.0,89.0
4159,4445_01,8.0,0.0,77.0,560.0,0.0
4160,4446_01,2.0,114.0,771.0,3094.0,448.0
4161,4446_02,0.0,3603.0,33.0,7113.0,1.0
4162,4446_03,0.0,0.0,0.0,0.0,0.0
4163,4446_04,35.0,6103.0,0.0,180.0,160.0
4164,4446_05,0.0,4017.0,,,2260.0
4165,4447_01,0.0,0.0,0.0,0.0,0.0
4166,4448_01,0.0,0.0,2414.0,0.0,0.0
4167,4449_01,130.0,0.0,870.0,31.0,26.0
4168,4450_01,0.0,0.0,0.0,0.0,0.0
4169,4450_02,0.0,7194.0,0.0,6.0,
4170,4450_03,0.0,0.0,0.0,0.0,0.0
4171,4450_04,0.0,3627.0,0.0,31.0,3263.0
4172,4451_01,0.0,0.0,0.0,0.0,0.0
4173,4452_01,0.0,0.0,0.0,0.0,0.0
4174,4453_01,0.0,2560.0,0.0,134.0,307.0
4175,4456_01,0.0,10.0,159.0,,125.0
4176,4457_01,698.0,0.0,51.0,2.0,4.0
4177,4459_01,0.0,0.0,0.0,0.0,
4178,4461_01,0.0,0.0,0.0,0.0,0.0
4179,4462_01,399.0,77.0,311.0,0.0,16.0
4180,4463_01,0.0,0.0,0.0,0.0,0.0
4181,4463_02,0.0,0.0,0.0,0.0,0.0
4182,4464_01,0.0,0.0,0.0,0.0,0.0
4183,4465_01,0.0,0.0,0.0,0.0,0.0
4184,4465_02,31.0,76.0,0.0,1353.0,1713.0
4185,4465_03,0.0,1883.0,0.0,1.0,4560.0
4186,4466_01,0.0,2461.0,0.0,51.0,2141.0
4187,4467_01,36.0,18.0,670.0,0.0,32.0
4188,4469_01,0.0,0.0,0.0,0.0,0.0
4189,4469_02,0.0,39.0,327.0,4643.0,85.0
4190,4470_01,1549.0,0.0,5.0,0.0,0.0
4191,4472_01,0.0,266.0,1455.0,59.0,0.0
4192,4472_02,110.0,0.0,638.0,0.0,0.0
4193,4473_01,2244.0,31.0,507.0,0.0,142.0
4194,4473_02,994.0,0.0,26.0,1.0,0.0
4195,4474_01,,0.0,0.0,0.0,0.0
4196,4474_02,0.0,0.0,0.0,0.0,0.0
4197,4474_03,0.0,0.0,,0.0,
4198,4475_01,13.0,239.0,0.0,161.0,2355.0
4199,4475_02,0.0,0.0,0.0,0.0,0.0
4200,4476_01,1170.0,0.0,0.0,187.0,100.0
4201,4477_01,23.0,0.0,0.0,,17.0
4202,4479_01,3559.0,0.0,,13.0,2.0
4203,4482_01,0.0,0.0,0.0,0.0,0.0
4204,4482_02,0.0,0.0,0.0,0.0,0.0
4205,4482_03,0.0,0.0,0.0,0.0,0.0
4206,4482_04,0.0,0.0,0.0,0.0,0.0
4207,4482_05,0.0,0.0,0.0,0.0,0.0
4208,4483_01,1956.0,0.0,161.0,239.0,28.0
4209,4483_02,3087.0,0.0,60.0,2.0,0.0
4210,4485_01,0.0,0.0,0.0,0.0,0.0
4211,4485_02,1219.0,0.0,1742.0,740.0,0.0
4212,4486_01,0.0,0.0,0.0,0.0,0.0
4213,4487_01,0.0,3.0,0.0,802.0,49.0
4214,4490_01,0.0,337.0,1339.0,92.0,264.0
4215,4491_01,0.0,1013.0,1.0,16.0,2825.0
4216,4492_01,0.0,0.0,0.0,0.0,0.0
4217,4493_01,42.0,65.0,895.0,407.0,0.0
4218,4494_01,0.0,0.0,0.0,0.0,0.0
4219,4496_01,0.0,3080.0,7.0,0.0,67.0
4220,4497_01,0.0,0.0,0.0,0.0,0.0
4221,4498_01,0.0,0.0,0.0,0.0,0.0
4222,4498_02,0.0,0.0,0.0,0.0,0.0
4223,4498_03,0.0,0.0,0.0,0.0,0.0
4224,4498_04,0.0,0.0,0.0,0.0,
4225,4498_05,0.0,0.0,0.0,0.0,0.0
4226,4498_06,0.0,893.0,0.0,0.0,0.0
4227,4498_07,0.0,2.0,0.0,69.0,836.0
4228,4498_08,0.0,0.0,0.0,0.0,0.0
4229,4500_01,83.0,0.0,129.0,504.0,0.0
4230,4501_01,0.0,0.0,0.0,0.0,0.0
4231,4502_01,0.0,0.0,0.0,0.0,0.0
4232,4505_01,0.0,864.0,49.0,39.0,2376.0
4233,4505_02,2.0,76.0,0.0,201.0,
4234,4506_01,160.0,0.0,889.0,0.0,0.0
4235,4508_01,433.0,0.0,867.0,19.0,1.0
4236,4508_02,572.0,584.0,128.0,14.0,0.0
4237,4508_03,1340.0,0.0,8.0,0.0,0.0
4238,4509_01,137.0,0.0,877.0,0.0,0.0
4239,4509_02,,0.0,1127.0,8.0,0.0
4240,4509_03,27.0,0.0,3246.0,0.0,0.0
4241,4510_01,0.0,0.0,0.0,0.0,0.0
4242,4511_01,0.0,0.0,0.0,0.0,0.0
4243,4511_02,0.0,0.0,0.0,0.0,0.0
4244,4512_01,849.0,51.0,375.0,0.0,24.0
4245,4514_01,0.0,0.0,0.0,0.0,0.0
4246,4515_01,0.0,0.0,0.0,0.0,0.0
4247,4515_02,6.0,1740.0,2184.0,0.0,0.0
4248,4516_01,426.0,0.0,2.0,194.0,308.0
4249,4517_01,452.0,0.0,234.0,19.0,1290.0
4250,4518_01,820.0,1.0,690.0,292.0,13.0
4251,4521_01,1.0,1.0,0.0,0.0,746.0
4252,4522_01,101.0,32.0,0.0,137.0,633.0
4253,4524_01,0.0,116.0,2048.0,2.0,0.0
4254,4529_01,26.0,132.0,3.0,117.0,555.0
4255,4530_01,9.0,0.0,157.0,525.0,0.0
4256,4531_01,0.0,0.0,0.0,0.0,0.0
4257,4532_01,0.0,0.0,0.0,0.0,0.0
4258,4533_01,0.0,0.0,0.0,0.0,0.0
4259,4534_01,60.0,41.0,553.0,1.0,0.0
4260,4535_01,631.0,93.0,0.0,0.0,0.0
4261,4535_02,25.0,0.0,796.0,44.0,44.0
4262,4537_01,0.0,591.0,0.0,0.0,1560.0
4263,4538_01,0.0,121.0,0.0,748.0,0.0
4264,4539_01,0.0,0.0,0.0,0.0,0.0
4265,4539_02,0.0,0.0,0.0,0.0,0.0
4266,4542_01,0.0,0.0,0.0,0.0,0.0
4267,4542_02,0.0,0.0,0.0,0.0,0.0
4268,4543_01,14.0,0.0,59.0,1777.0,0.0
4269,4544_01,0.0,0.0,0.0,0.0,0.0
4270,4546_01,0.0,0.0,0.0,0.0,0.0
4271,4547_01,0.0,25.0,0.0,0.0,803.0
4272,4549_01,0.0,1.0,0.0,17.0,1601.0
4273,4550_01,0.0,180.0,516.0,,
4274,4552_01,375.0,103.0,1990.0,36.0,0.0
4275,4553_01,0.0,102.0,0.0,278.0,5353.0
4276,4555_01,29.0,27.0,47.0,694.0,11.0
4277,4557_01,0.0,656.0,295.0,0.0,35.0
4278,4558_01,0.0,559.0,0.0,15238.0,2799.0
4279,4559_01,,205.0,,0.0,549.0
4280,4560_01,0.0,57.0,851.0,0.0,0.0
4281,4561_01,0.0,496.0,0.0,1940.0,4195.0
4282,4562_01,0.0,0.0,0.0,0.0,0.0
4283,4563_01,0.0,0.0,0.0,0.0,0.0
4284,4564_01,,43.0,0.0,0.0,6.0
4285,4565_01,191.0,497.0,0.0,0.0,16.0
4286,4567_01,0.0,20.0,38.0,359.0,516.0
4287,4568_01,4102.0,0.0,36.0,0.0,1825.0
4288,4569_01,0.0,0.0,0.0,0.0,0.0
4289,4569_02,0.0,2235.0,7.0,4098.0,89.0
4290,4570_01,0.0,0.0,,0.0,0.0
4291,4571_01,0.0,0.0,0.0,0.0,0.0
4292,4572_01,42.0,0.0,0.0,765.0,2.0
4293,4573_01,686.0,45.0,16.0,7.0,4.0
4294,4574_01,176.0,493.0,169.0,0.0,1023.0
4295,4575_01,3.0,65.0,253.0,475.0,0.0
4296,4576_01,661.0,876.0,0.0,3.0,13.0
4297,4577_01,250.0,0.0,2179.0,0.0,0.0
4298,4580_01,0.0,0.0,0.0,0.0,0.0
4299,4581_01,0.0,4592.0,0.0,209.0,954.0
4300,4581_02,0.0,2337.0,0.0,204.0,76.0
4301,4585_01,0.0,154.0,0.0,5492.0,1924.0
4302,4586_01,22.0,0.0,,1.0,524.0
4303,4587_01,0.0,4020.0,0.0,1635.0,4899.0
4304,4591_01,0.0,0.0,0.0,0.0,0.0
4305,4592_01,0.0,0.0,0.0,0.0,0.0
4306,4592_02,0.0,0.0,0.0,0.0,0.0
4307,4592_03,0.0,0.0,0.0,0.0,0.0
4308,4592_04,0.0,0.0,0.0,0.0,0.0
4309,4593_01,1.0,797.0,0.0,10.0,0.0
4310,4594_01,77.0,2424.0,0.0,3001.0,127.0
4311,4594_02,0.0,6670.0,217.0,625.0,20336.0
4312,4594_03,267.0,2802.0,0.0,54.0,77.0
4313,4594_04,0.0,4516.0,0.0,6167.0,5308.0
4314,4595_01,0.0,0.0,0.0,0.0,0.0
4315,4596_01,0.0,0.0,0.0,0.0,0.0
4316,4597_01,0.0,0.0,0.0,0.0,0.0
4317,4602_01,0.0,0.0,0.0,725.0,2.0
4318,4603_01,0.0,3593.0,47.0,19.0,229.0
4319,4603_02,1.0,5234.0,343.0,277.0,12682.0
4320,4604_01,374.0,1327.0,10.0,81.0,0.0
4321,4605_01,0.0,0.0,0.0,774.0,0.0
4322,4606_01,165.0,36.0,0.0,3044.0,556.0
4323,4606_02,25.0,3291.0,0.0,6075.0,179.0
4324,4607_01,0.0,138.0,4.0,412.0,220.0
4325,4608_01,2.0,20.0,1.0,1026.0,2.0
4326,4609_01,1.0,477.0,0.0,0.0,7087.0
4327,4610_01,5.0,0.0,0.0,1014.0,0.0
4328,4611_01,0.0,0.0,0.0,0.0,0.0
4329,4612_01,0.0,166.0,603.0,1.0,0.0
4330,4613_01,0.0,0.0,0.0,0.0,0.0
4331,4615_01,36.0,0.0,2554.0,0.0,9.0
4332,4617_01,19.0,81.0,85.0,768.0,489.0
4333,4620_01,0.0,0.0,0.0,0.0,0.0
4334,4621_01,0.0,79.0,2003.0,0.0,0.0
4335,4622_01,0.0,0.0,0.0,0.0,0.0
4336,4623_01,0.0,,21.0,7.0,16.0
4337,4624_01,1246.0,0.0,66.0,36.0,0.0
4338,4625_01,0.0,2520.0,1.0,1.0,0.0
4339,4625_02,0.0,0.0,0.0,0.0,0.0
4340,4625_03,0.0,3275.0,111.0,51.0,18.0
4341,4625_04,0.0,0.0,0.0,0.0,0.0
4342,4625_05,0.0,0.0,0.0,0.0,0.0
4343,4625_06,0.0,453.0,137.0,1331.0,1660.0
4344,4625_07,0.0,0.0,0.0,0.0,0.0
4345,4628_01,0.0,7484.0,465.0,14.0,610.0
4346,4630_01,0.0,18.0,0.0,0.0,674.0
4347,4631_01,0.0,0.0,,0.0,0.0
4348,4632_01,0.0,0.0,0.0,0.0,0.0
4349,4632_02,0.0,0.0,0.0,0.0,0.0
4350,4632_03,0.0,431.0,28.0,10941.0,26.0
4351,4632_04,2.0,364.0,0.0,2144.0,1804.0
4352,4632_05,0.0,551.0,0.0,5270.0,22.0
4353,4633_01,454.0,297.0,0.0,2.0,0.0
4354,4634_01,514.0,0.0,392.0,0.0,0.0
4355,4635_01,0.0,0.0,0.0,0.0,0.0
4356,4637_01,672.0,0.0,501.0,0.0,
4357,4638_01,0.0,1633.0,0.0,1742.0,0.0
4358,4640_01,595.0,84.0,0.0,0.0,131.0
4359,4641_01,65.0,63.0,3.0,713.0,27.0
4360,4642_01,0.0,412.0,0.0,4030.0,0.0
4361,4643_01,,724.0,0.0,0.0,0.0
4362,4644_01,8.0,1385.0,1445.0,250.0,8.0
4363,4645_01,0.0,9633.0,0.0,1.0,2.0
4364,4645_02,0.0,0.0,0.0,0.0,0.0
4365,4646_01,141.0,16.0,0.0,177.0,336.0
4366,4648_01,290.0,0.0,84.0,266.0,0.0
4367,4649_01,1399.0,226.0,0.0,0.0,0.0
4368,4650_01,84.0,323.0,0.0,1251.0,120.0
4369,4651_01,0.0,7039.0,0.0,902.0,405.0
4370,4652_01,0.0,89.0,874.0,34.0,0.0
4371,4653_01,0.0,370.0,0.0,380.0,38.0
4372,4654_01,0.0,0.0,0.0,0.0,0.0
4373,4655_01,0.0,0.0,0.0,0.0,0.0
4374,4655_02,0.0,0.0,0.0,0.0,0.0
4375,4656_01,0.0,1125.0,0.0,,993.0
4376,4656_02,0.0,0.0,0.0,0.0,0.0
4377,4657_01,372.0,0.0,477.0,0.0,0.0
4378,4658_01,0.0,823.0,0.0,1821.0,1508.0
4379,4658_02,0.0,93.0,0.0,0.0,7303.0
